Title,Authors,Is in PCA*?,Citation,DOI,# Cells,COPO Link,Viewer(s),Species
<div title='The genome and preliminary single-nuclei transcriptome of Lemna minuta reveals mechanisms of invasiveness' class='scea-table'>The genome and preliminary single-nuclei transcriptome of Lemna minuta reveals mechanisms of invasiveness</div>,"<div title='Abramson BW, Novotny M, Hartwick NT, Colt K, Aevermann BD, Scheuermann RH, Michael TP' class='scea-table'>Abramson BW, Novotny M, Hartwick NT, Colt K, Aevermann BD, Scheuermann RH, Michael TP</div>",,<div title='Plant Physiol. 2022 Feb 4;188(2):879-897. doi: 10.1093/plphys/kiab564.' class='scea-table'>Plant Physiol. 2022 Feb 4;188(2):879-897. doi: 10.1093/plphys/kiab564.</div>,<a href='http://dx.doi.org/10.1093/plphys/kiab564'>10.1093/plphys/kiab564</a>,269,,,<i>Lemna minuta</i>
<div title='Shoot and root single cell sequencing reveals tissue- and daytime-specific transcriptome profiles' class='scea-table'>Shoot and root single cell sequencing reveals tissue- and daytime-specific transcriptome profiles</div>,"<div title='Apelt F, Mavrothalassiti E, Gupta S, Machin F, Olas JJ, Annunziata MG, Schindelasch D, Kragler F' class='scea-table'>Apelt F, Mavrothalassiti E, Gupta S, Machin F, Olas JJ, Annunziata MG, Schindelasch D, Kragler F</div>",,<div title='Plant Physiol. 2022 Feb 4;188(2):861-878. doi: 10.1093/plphys/kiab537.' class='scea-table'>Plant Physiol. 2022 Feb 4;188(2):861-878. doi: 10.1093/plphys/kiab537.</div>,<a href='http://dx.doi.org/10.1093/plphys/kiab537'>10.1093/plphys/kiab537</a>,69131,,,<i>Arabidopsis thaliana</i>
<div title='Development of a single-cell atlas for woodland strawberry (Fragaria vesca) leaves during early Botrytis cinerea infection using single cell RNA-seq' class='scea-table'>Development of a single-cell atlas for woodland strawberry (Fragaria vesca) leaves during early Botrytis cinerea infection using single cell RNA-seq</div>,"<div title='Bai Y, Liu H, Lyu H, Su L, Xiong J, Cheng ZM' class='scea-table'>Bai Y, Liu H, Lyu H, Su L, Xiong J, Cheng ZM</div>",,<div title='Hortic Res. 2022 Jan 19;9:uhab055. doi: 10.1093/hr/uhab055. Online ahead of print.' class='scea-table'>Hortic Res. 2022 Jan 19;9:uhab055. doi: 10.1093/hr/uhab055. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1093/hr/uhab055'>10.1093/hr/uhab055</a>,50327,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA004848.h5ad'>scPlantDB</a>,<i>Fragaria vesca</i>
<div title='Evidence for phloem loading via the abaxial bundle sheath cells in maize leaves' class='scea-table'>Evidence for phloem loading via the abaxial bundle sheath cells in maize leaves</div>,"<div title='Bezrutczyk M, Zoellner NR, Kruse CPS, Hartwig T, Lautwein T, Koehrer K, Frommer WB, Kim JY' class='scea-table'>Bezrutczyk M, Zoellner NR, Kruse CPS, Hartwig T, Lautwein T, Koehrer K, Frommer WB, Kim JY</div>",,<div title='Plant Cell. 2021 May 5;33(3):531-547. doi: 10.1093/plcell/koaa055.' class='scea-table'>Plant Cell. 2021 May 5;33(3):531-547. doi: 10.1093/plcell/koaa055.</div>,<a href='http://dx.doi.org/10.1093/plcell/koaa055'>10.1093/plcell/koaa055</a>,10901,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP281914.h5ad'>scPlantDB</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-157757/'>SCEA</a>,<i>Zea mays</i>
<div title='A common regulatory switch controls a suite of C4 traits in multiple cell types' class='scea-table'>A common regulatory switch controls a suite of C4 traits in multiple cell types</div>,"<div title='Camo-Escobar D, Alcala-Gutierrez C, Palafox-Figueroa E, Guillotin B, Hernandez-Coronado M, Coyac-Rodriguez JL, Cerbantez-Bueno VE, Velez-Ramirez A, de Folter S, Birnbaum K*, Ortiz-Ramirez C' class='scea-table'>Camo-Escobar D, Alcala-Gutierrez C, Palafox-Figueroa E, Guillotin B, Hernandez-Coronado M, Coyac-Rodriguez JL, Cerbantez-Bueno VE, Velez-Ramirez A, de Folter S, Birnbaum K*, Ortiz-Ramirez C</div>",Yes,<div title='bioRxiv [Preprint]. 2024 Jan 9:2023.12.21.572850. doi: 10.1101/2023.12.21.572850.' class='scea-table'>bioRxiv [Preprint]. 2024 Jan 9:2023.12.21.572850. doi: 10.1101/2023.12.21.572850.</div>,<a href='http://dx.doi.org/10.1101/2023.12.21.572850'>10.1101/2023.12.21.572850</a>,n/a,,,<i>Setaria viridis</i>
<div title='A suberized exodermis is required for tomato drought tolerance' class='scea-table'>A suberized exodermis is required for tomato drought tolerance</div>,"<div title='Canto-Pastor A, Kajala K, Shaar-Moshe L, Manzano C, Timilsena P, De Bellis D, Gray S, Holbein J, Yang H, Mohammad S, Nirmal N, Suresh K, Ursache R, Mason GA, Gouran M, West DA, Borowsky AT, Shackel KA, Sinha N, Bailey-Serres J*, Geldner N, Li S*, Franke RB, Brady SM*' class='scea-table'>Canto-Pastor A, Kajala K, Shaar-Moshe L, Manzano C, Timilsena P, De Bellis D, Gray S, Holbein J, Yang H, Mohammad S, Nirmal N, Suresh K, Ursache R, Mason GA, Gouran M, West DA, Borowsky AT, Shackel KA, Sinha N, Bailey-Serres J*, Geldner N, Li S*, Franke RB, Brady SM*</div>",Yes,<div title='Nat Plants. 2024 Jan;10(1):118-130. doi: 10.1038/s41477-023-01567-x. Epub 2024 Jan 2.' class='scea-table'>Nat Plants. 2024 Jan;10(1):118-130. doi: 10.1038/s41477-023-01567-x. Epub 2024 Jan 2.</div>,<a href='http://dx.doi.org/10.1038/s41477-023-01567-x'>10.1038/s41477-023-01567-x</a>,22207,,,<i>Solanum lycopersicum</i>
<div title='Root Hair Single Cell Type Specific Profiles of Gene Expression and Alternative Polyadenylation Under Cadmium Stress' class='scea-table'>Root Hair Single Cell Type Specific Profiles of Gene Expression and Alternative Polyadenylation Under Cadmium Stress</div>,"<div title='Cao J, Ye C, Hao G, Dabney-Smith C, Hunt AG, Li QQ' class='scea-table'>Cao J, Ye C, Hao G, Dabney-Smith C, Hunt AG, Li QQ</div>",,<div title='Front Plant Sci. 2019 May 10;10:589. doi: 10.3389/fpls.2019.00589. eCollection 2019.' class='scea-table'>Front Plant Sci. 2019 May 10;10:589. doi: 10.3389/fpls.2019.00589. eCollection 2019.</div>,<a href='http://dx.doi.org/10.3389/fpls.2019.00589'>10.3389/fpls.2019.00589</a>,n/a,,,<i>Arabidopsis thaliana</i>
<div title='Single-cell RNA sequencing profiles reveal cell type-specific transcriptional regulation networks conditioning fungal invasion in maize roots' class='scea-table'>Single-cell RNA sequencing profiles reveal cell type-specific transcriptional regulation networks conditioning fungal invasion in maize roots</div>,"<div title='Cao Y, Ma J, Han S, Hou M, Wei X, Zhang X, Zhang ZJ, Sun S, Ku L, Tang J, Dong Z, Zhu Z, Wang X, Zhou X, Zhang L, Li X, Long Y, Wan X, Duan C' class='scea-table'>Cao Y, Ma J, Han S, Hou M, Wei X, Zhang X, Zhang ZJ, Sun S, Ku L, Tang J, Dong Z, Zhu Z, Wang X, Zhou X, Zhang L, Li X, Long Y, Wan X, Duan C</div>",,<div title='Plant Biotechnol J. 2023 Sep;21(9):1839-1859. doi: 10.1111/pbi.14097. Epub 2023 Jun 22.' class='scea-table'>Plant Biotechnol J. 2023 Sep;21(9):1839-1859. doi: 10.1111/pbi.14097. Epub 2023 Jun 22.</div>,<a href='http://dx.doi.org/10.1111/pbi.14097'>10.1111/pbi.14097</a>,29217,,,<i>Zea mays</i>
<div title='Cell-specific pathways recruited for symbiotic nodulation in the Medicago truncatula legume' class='scea-table'>Cell-specific pathways recruited for symbiotic nodulation in the Medicago truncatula legume</div>,"<div title='Cervantes-Perez SA, Thibivilliers S, Laffont C, Farmer AD*, Frugier F, Libault M*' class='scea-table'>Cervantes-Perez SA, Thibivilliers S, Laffont C, Farmer AD*, Frugier F, Libault M*</div>",Yes,<div title='Mol Plant. 2022 Dec 5;15(12):1868-1888. doi: 10.1016/j.molp.2022.10.021. Epub 2022 Nov 1.' class='scea-table'>Mol Plant. 2022 Dec 5;15(12):1868-1888. doi: 10.1016/j.molp.2022.10.021. Epub 2022 Nov 1.</div>,<a href='http://dx.doi.org/10.1016/j.molp.2022.10.021'>10.1016/j.molp.2022.10.021</a>,28375,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP390780.h5ad'>scPlantDB</a> <a href='https://shinycell.legumeinfo.org/medtr.A17.gnm5.ann1_6.expr.Cervantes-Perez_Thibivilliers_2022/'>LegumeInfo Shiny Viewer</a>,<i>Medicago truncatula</i>
<div title='Single-cell transcriptome atlases of soybean root and mature nodule reveal new regulatory programs that control the nodulation process' class='scea-table'>Single-cell transcriptome atlases of soybean root and mature nodule reveal new regulatory programs that control the nodulation process</div>,"<div title='Cervantes-Perez SA, Zogli P, Amini S*, Thibivilliers S, Tennant S, Hossain MS, Xu H, Meyer I, Nooka A, Ma P, Yao Q*, Naldrett MJ, Farmer A*, Martin O, Bhattacharya S, Klaever J, Libault M*' class='scea-table'>Cervantes-Perez SA, Zogli P, Amini S*, Thibivilliers S, Tennant S, Hossain MS, Xu H, Meyer I, Nooka A, Ma P, Yao Q*, Naldrett MJ, Farmer A*, Martin O, Bhattacharya S, Klaever J, Libault M*</div>",Yes,<div title='Plant Commun. 2024 Aug 12;5(8):100984. doi: 10.1016/j.xplc.2024.100984. Epub 2024 Jun 6.' class='scea-table'>Plant Commun. 2024 Aug 12;5(8):100984. doi: 10.1016/j.xplc.2024.100984. Epub 2024 Jun 6.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2024.100984'>10.1016/j.xplc.2024.100984</a>,21521,,<a href='>https://shinycell.legumeinfo.org/glyma.Wm82.gnm2.ann1.expr.Cervantes-Perez_Zogli_2024/'>LegumeInfo Shiny Viewer</a>,<i>Glycine max</i>
<div title='Single-cell transcriptome sequencing revealing the difference in photosynthesis and carbohydrate metabolism between epidermal cells and non-epidermal cells of Gracilariopsis lemaneiformis (Rhodophyta)' class='scea-table'>Single-cell transcriptome sequencing revealing the difference in photosynthesis and carbohydrate metabolism between epidermal cells and non-epidermal cells of Gracilariopsis lemaneiformis (Rhodophyta)</div>,"<div title='Chen H, Hu Y, Li P, Feng X, Jiang M, Sui Z' class='scea-table'>Chen H, Hu Y, Li P, Feng X, Jiang M, Sui Z</div>",,<div title='Front Plant Sci. 2022 Nov 17;13:968158. doi: 10.3389/fpls.2022.968158. eCollection 2022.' class='scea-table'>Front Plant Sci. 2022 Nov 17;13:968158. doi: 10.3389/fpls.2022.968158. eCollection 2022.</div>,<a href='http://dx.doi.org/10.3389/fpls.2022.968158'>10.3389/fpls.2022.968158</a>,n/a,,,<i>Gracilariopsis lemaneiformis</i>
<div title='Single-cell transcriptomic analysis of pea shoot development and cell-type-specific responses to boron deficiency' class='scea-table'>Single-cell transcriptomic analysis of pea shoot development and cell-type-specific responses to boron deficiency</div>,"<div title='Chen X, Ru Y, Takahashi H, Nakazono M, Shabala S, Smith SM, Yu M' class='scea-table'>Chen X, Ru Y, Takahashi H, Nakazono M, Shabala S, Smith SM, Yu M</div>",,<div title='Plant J. 2024 Jan;117(1):302-322. doi: 10.1111/tpj.16487. Epub 2023 Oct 5.' class='scea-table'>Plant J. 2024 Jan;117(1):302-322. doi: 10.1111/tpj.16487. Epub 2023 Oct 5.</div>,<a href='http://dx.doi.org/10.1111/tpj.16487'>10.1111/tpj.16487</a>,23705,,,<i>Pisum sativum</i>
<div title='Identification of maize genes conditioning the early systemic infection of sugarcane mosaic virus by single-cell transcriptomics' class='scea-table'>Identification of maize genes conditioning the early systemic infection of sugarcane mosaic virus by single-cell transcriptomics</div>,"<div title='Chen X, Yao R, Hua X, Du K, Liu B, Yuan Y, Wang P, Yan Q, Dong L, Groen SC, Jiang S, Zhou T' class='scea-table'>Chen X, Yao R, Hua X, Du K, Liu B, Yuan Y, Wang P, Yan Q, Dong L, Groen SC, Jiang S, Zhou T</div>",,<div title='Plant Commun. 2025 Mar 4:101297. doi: 10.1016/j.xplc.2025.101297. Online ahead of print.' class='scea-table'>Plant Commun. 2025 Mar 4:101297. doi: 10.1016/j.xplc.2025.101297. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2025.101297'>10.1016/j.xplc.2025.101297</a>,n/a,,,<i>Zea mays</i>
<div title='Transcriptional landscape of highly lignified poplar stems at single-cell resolution' class='scea-table'>Transcriptional landscape of highly lignified poplar stems at single-cell resolution</div>,"<div title='Chen Y, Tong S, Jiang Y, Ai F, Feng Y, Zhang J, Gong J, Qin J, Zhang Y, Zhu Y, Liu J, Ma T' class='scea-table'>Chen Y, Tong S, Jiang Y, Ai F, Feng Y, Zhang J, Gong J, Qin J, Zhang Y, Zhu Y, Liu J, Ma T</div>",,<div title='Genome Biol. 2021 Nov 22;22(1):319. doi: 10.1186/s13059-021-02537-2.' class='scea-table'>Genome Biol. 2021 Nov 22;22(1):319. doi: 10.1186/s13059-021-02537-2.</div>,<a href='http://dx.doi.org/10.1186/s13059-021-02537-2'>10.1186/s13059-021-02537-2</a>,6796,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA004476.h5ad'>scPlantDB</a>,<i>Populus alba var. pyramidalis</i>
<div title='Single-cell RNA sequencing reveals dynamics of gene expression for 2D elongation and 3D growth in Physcomitrium patens' class='scea-table'>Single-cell RNA sequencing reveals dynamics of gene expression for 2D elongation and 3D growth in Physcomitrium patens</div>,"<div title='Chen Z, Wang W, Zhou S, Ding L, Xu Z, Sun X, Huo H, Liu L' class='scea-table'>Chen Z, Wang W, Zhou S, Ding L, Xu Z, Sun X, Huo H, Liu L</div>",,<div title='Cell Rep. 2024 Aug 27;43(8):114524. doi: 10.1016/j.celrep.2024.114524. Epub 2024 Jul 23.' class='scea-table'>Cell Rep. 2024 Aug 27;43(8):114524. doi: 10.1016/j.celrep.2024.114524. Epub 2024 Jul 23.</div>,<a href='http://dx.doi.org/10.1016/j.celrep.2024.114524'>10.1016/j.celrep.2024.114524</a>,11489,,,<i>Physcomitrium patens</i>
<div title='Single-cell transcriptome atlas reveals spatiotemporal developmental trajectories in the basal roots of moso bamboo (Phyllostachys edulis)' class='scea-table'>Single-cell transcriptome atlas reveals spatiotemporal developmental trajectories in the basal roots of moso bamboo (Phyllostachys edulis)</div>,"<div title='Cheng Z, Mu C, Li X, Cheng W, Cai M, Wu C, Jiang J, Fang H, Bai Y, Zheng H, Geng R, Xu J, Xie Y, Dou Y, Li J, Mu S, Gao J' class='scea-table'>Cheng Z, Mu C, Li X, Cheng W, Cai M, Wu C, Jiang J, Fang H, Bai Y, Zheng H, Geng R, Xu J, Xie Y, Dou Y, Li J, Mu S, Gao J</div>",,<div title='Hortic Res. 2023 Jun 9;10(8):uhad122. doi: 10.1093/hr/uhad122. eCollection 2023 Aug.' class='scea-table'>Hortic Res. 2023 Jun 9;10(8):uhad122. doi: 10.1093/hr/uhad122. eCollection 2023 Aug.</div>,<a href='http://dx.doi.org/10.1093/hr/uhad122'>10.1093/hr/uhad122</a>,15324,,,<i>Phyllostachy sedulis</i>
<div title='Single-nuclei transcriptome analysis of the shoot apex vascular system differentiation in Populus' class='scea-table'>Single-nuclei transcriptome analysis of the shoot apex vascular system differentiation in Populus</div>,"<div title='Conde D, Triozzi PM, Pereira WJ, Schmidt HW, Balmant KM, Knaack SA, Redondo-Lopez A, Roy S, Dervinis C, Kirst M' class='scea-table'>Conde D, Triozzi PM, Pereira WJ, Schmidt HW, Balmant KM, Knaack SA, Redondo-Lopez A, Roy S, Dervinis C, Kirst M</div>",,<div title='Development. 2022 Nov 1;149(21):dev200632. doi: 10.1242/dev.200632. Epub 2022 Oct 17.' class='scea-table'>Development. 2022 Nov 1;149(21):dev200632. doi: 10.1242/dev.200632. Epub 2022 Oct 17.</div>,<a href='http://dx.doi.org/10.1242/dev.200632'>10.1242/dev.200632</a>,8324,,,<i>Populus tremula x alba</i>
<div title='Single-nucleus RNA and ATAC sequencing analyses provide molecular insights into early pod development of peanut fruit' class='scea-table'>Single-nucleus RNA and ATAC sequencing analyses provide molecular insights into early pod development of peanut fruit</div>,"<div title='Cui Y, Su Y, Bian J, Han X, Guo H, Yang Z, Chen Y, Li L, Li T, Deng XW, Liu X' class='scea-table'>Cui Y, Su Y, Bian J, Han X, Guo H, Yang Z, Chen Y, Li L, Li T, Deng XW, Liu X</div>",,<div title='Plant Commun. 2024 Aug 12;5(8):100979. doi: 10.1016/j.xplc.2024.100979. Epub 2024 May 24.' class='scea-table'>Plant Commun. 2024 Aug 12;5(8):100979. doi: 10.1016/j.xplc.2024.100979. Epub 2024 May 24.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2024.100979'>10.1016/j.xplc.2024.100979</a>,49896,,<a href='http://8.140.245.74:6677/'>Liu Lab Viewer</a>,<i>Arachis hypogaea</i>
<div title='Single-cell transcriptomic analysis of flowering regulation and vernalization in Chinese cabbage shoot apex' class='scea-table'>Single-cell transcriptomic analysis of flowering regulation and vernalization in Chinese cabbage shoot apex</div>,"<div title='Dai Y, Zhang S, Guan J, Wang S, Zhang H, Li G, Sun R, Li F, Zhang S' class='scea-table'>Dai Y, Zhang S, Guan J, Wang S, Zhang H, Li G, Sun R, Li F, Zhang S</div>",,<div title='Hortic Res. 2024 Jul 30;11(10):uhae214. doi: 10.1093/hr/uhae214. eCollection 2024 Oct.' class='scea-table'>Hortic Res. 2024 Jul 30;11(10):uhae214. doi: 10.1093/hr/uhae214. eCollection 2024 Oct.</div>,<a href='http://dx.doi.org/10.1093/hr/uhae214'>10.1093/hr/uhae214</a>,n/a,,,<i>Brassica rapa L. ssp. pekinensis</i>
<div title='Cell specialization and coordination in Arabidopsis leaves upon pathogenic attack revealed by scRNA-seq' class='scea-table'>Cell specialization and coordination in Arabidopsis leaves upon pathogenic attack revealed by scRNA-seq</div>,"<div title='Delannoy E, Batardiere B, Pateyron S, Soubigou-Taconnat L, Chiquet J, Colcombet J, Lang J' class='scea-table'>Delannoy E, Batardiere B, Pateyron S, Soubigou-Taconnat L, Chiquet J, Colcombet J, Lang J</div>",,<div title='Plant Commun. 2023 Sep 11;4(5):100676. doi: 10.1016/j.xplc.2023.100676. Epub 2023 Aug 28.' class='scea-table'>Plant Commun. 2023 Sep 11;4(5):100676. doi: 10.1016/j.xplc.2023.100676. Epub 2023 Aug 28.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2023.100676'>10.1016/j.xplc.2023.100676</a>,11206,,,<i>Arabidopsis thaliana</i>
<div title='ScRNA-seq reveals dark- and light-induced differentially expressed gene atlases of seedling leaves in Arachis hypogaea L' class='scea-table'>ScRNA-seq reveals dark- and light-induced differentially expressed gene atlases of seedling leaves in Arachis hypogaea L</div>,"<div title='Deng Q, Du P, Gangurde SS, Hong Y, Xiao Y, Hu D, Li H, Lu Q, Li S, Liu H, Wang R, Huang L, Wang W, Garg V, Liang X, Varshney RK, Chen X, Liu H' class='scea-table'>Deng Q, Du P, Gangurde SS, Hong Y, Xiao Y, Hu D, Li H, Lu Q, Li S, Liu H, Wang R, Huang L, Wang W, Garg V, Liang X, Varshney RK, Chen X, Liu H</div>",,<div title='Plant Biotechnol J. 2024 Jul;22(7):1848-1866. doi: 10.1111/pbi.14306. Epub 2024 Feb 23.' class='scea-table'>Plant Biotechnol J. 2024 Jul;22(7):1848-1866. doi: 10.1111/pbi.14306. Epub 2024 Feb 23.</div>,<a href='http://dx.doi.org/10.1111/pbi.14306'>10.1111/pbi.14306</a>,n/a,,,<i>Arachis hypogaea</i>
<div title='Spatiotemporal Developmental Trajectories in the Arabidopsis Root Revealed Using High-Throughput Single-Cell RNA Sequencing' class='scea-table'>Spatiotemporal Developmental Trajectories in the Arabidopsis Root Revealed Using High-Throughput Single-Cell RNA Sequencing</div>,"<div title='Denyer T, Ma X, Klesen S, Scacchi E, Nieselt K, Timmermans MCP' class='scea-table'>Denyer T, Ma X, Klesen S, Scacchi E, Nieselt K, Timmermans MCP</div>",,<div title='Dev Cell. 2019 Mar 25;48(6):840-852.e5. doi: 10.1016/j.devcel.2019.02.022.' class='scea-table'>Dev Cell. 2019 Mar 25;48(6):840-852.e5. doi: 10.1016/j.devcel.2019.02.022.</div>,<a href='http://dx.doi.org/10.1016/j.devcel.2019.02.022'>10.1016/j.devcel.2019.02.022</a>,4727,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP173393.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='Single-cell RNA landscape of the special fiber initiation process in Bombax ceiba' class='scea-table'>Single-cell RNA landscape of the special fiber initiation process in Bombax ceiba</div>,"<div title='Ding Y, Gao W, Qin Y, Li X, Zhang Z, Lai W, Yang Y, Guo K, Li P, Zhou S, Hu H' class='scea-table'>Ding Y, Gao W, Qin Y, Li X, Zhang Z, Lai W, Yang Y, Guo K, Li P, Zhou S, Hu H</div>",,<div title='Plant Commun. 2023 Sep 11;4(5):100554. doi: 10.1016/j.xplc.2023.100554. Epub 2023 Feb 10.' class='scea-table'>Plant Commun. 2023 Sep 11;4(5):100554. doi: 10.1016/j.xplc.2023.100554. Epub 2023 Feb 10.</div>,<a href='http://dx.doi.org/10.1016/j.xplc.2023.100554'>10.1016/j.xplc.2023.100554</a>,15567,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA009614.h5ad'>scPlantDB</a>,<i>Bombax ceiba</i>
<div title='The regulatory landscape of Arabidopsis thaliana roots at single-cell resolution' class='scea-table'>The regulatory landscape of Arabidopsis thaliana roots at single-cell resolution</div>,"<div title='Dorrity MW, Alexandre CM, Hamm MO, Vigil AL, Fields S, Queitsch C, Cuperus JT' class='scea-table'>Dorrity MW, Alexandre CM, Hamm MO, Vigil AL, Fields S, Queitsch C, Cuperus JT</div>",,<div title='Nat Commun. 2021 Jun 7;12(1):3334. doi: 10.1038/s41467-021-23675-y.' class='scea-table'>Nat Commun. 2021 Jun 7;12(1):3334. doi: 10.1038/s41467-021-23675-y.</div>,<a href='http://dx.doi.org/10.1038/s41467-021-23675-y'>10.1038/s41467-021-23675-y</a>,5283,,,<i>Arabidopsis thaliana</i>
<div title='Single-Cell RNA Sequencing Reveals the Developmental Landscape of Wheat Roots' class='scea-table'>Single-Cell RNA Sequencing Reveals the Developmental Landscape of Wheat Roots</div>,"<div title='Du Z, Zhang B, Weng H, Gao L' class='scea-table'>Du Z, Zhang B, Weng H, Gao L</div>",,<div title='Plant Cell Environ. 2025 Jan 6. doi: 10.1111/pce.15321. Online ahead of print.' class='scea-table'>Plant Cell Environ. 2025 Jan 6. doi: 10.1111/pce.15321. Online ahead of print.</div>,<a href='http://dx.doi.org/10.1111/pce.15321'>10.1111/pce.15321</a>,13063,,,<i>Triticum aestivum</i>
<div title='Single-nucleus RNA and ATAC sequencing reveals the impact of chromatin accessibility on gene expression in Arabidopsis roots at the single-cell level' class='scea-table'>Single-nucleus RNA and ATAC sequencing reveals the impact of chromatin accessibility on gene expression in Arabidopsis roots at the single-cell level</div>,"<div title='Farmer A*, Thibivilliers S, Ryu KH, Schiefelbein J, Libault M*' class='scea-table'>Farmer A*, Thibivilliers S, Ryu KH, Schiefelbein J, Libault M*</div>",Yes,<div title='Mol Plant. 2021 Mar 1;14(3):372-383. doi: 10.1016/j.molp.2021.01.001. Epub 2021 Jan 7.' class='scea-table'>Mol Plant. 2021 Mar 1;14(3):372-383. doi: 10.1016/j.molp.2021.01.001. Epub 2021 Jan 7.</div>,<a href='http://dx.doi.org/10.1016/j.molp.2021.01.001'>10.1016/j.molp.2021.01.001</a>,10758,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP273996.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='Chromatin accessibility illuminates single-cell regulatory dynamics of rice root tips' class='scea-table'>Chromatin accessibility illuminates single-cell regulatory dynamics of rice root tips</div>,"<div title='Feng D, Liang Z, Wang Y, Yao J, Yuan Z, Hu G, Qu R, Xie S, Li D, Yang L, Zhao X, Ma Y, Lohmann JU, Gu X' class='scea-table'>Feng D, Liang Z, Wang Y, Yao J, Yuan Z, Hu G, Qu R, Xie S, Li D, Yang L, Zhao X, Ma Y, Lohmann JU, Gu X</div>",,<div title='BMC Biol. 2022 Dec 8;20(1):274. doi: 10.1186/s12915-022-01473-2.' class='scea-table'>BMC Biol. 2022 Dec 8;20(1):274. doi: 10.1186/s12915-022-01473-2.</div>,<a href='http://dx.doi.org/10.1186/s12915-022-01473-2'>10.1186/s12915-022-01473-2</a>,25312,,,<i>Oryza sativa</i>
<div title='Cross-species single-nucleus analysis reveals the potential role of whole-genome duplication in the evolution of maize flower development' class='scea-table'>Cross-species single-nucleus analysis reveals the potential role of whole-genome duplication in the evolution of maize flower development</div>,"<div title='Feng H, Fan W, Liu M, Huang J, Li B, Sang Q, Song B' class='scea-table'>Feng H, Fan W, Liu M, Huang J, Li B, Sang Q, Song B</div>",,<div title='BMC Genomics. 2025 Jan 3;26(1):3. doi: 10.1186/s12864-024-11186-1.' class='scea-table'>BMC Genomics. 2025 Jan 3;26(1):3. doi: 10.1186/s12864-024-11186-1.</div>,<a href='http://dx.doi.org/10.1186/s12864-024-11186-1'>10.1186/s12864-024-11186-1</a>,21861,,,"<i>Zea mays, Sorghum bicolor</i>"
<div title='Single-cell transcriptome analyses reveal cellular and molecular responses to low nitrogen in burley tobacco leaves' class='scea-table'>Single-cell transcriptome analyses reveal cellular and molecular responses to low nitrogen in burley tobacco leaves</div>,"<div title='Feng Y, Zhao Y, Ma Y, Liu D, Shi H' class='scea-table'>Feng Y, Zhao Y, Ma Y, Liu D, Shi H</div>",,<div title='Physiol Plant. 2023 Nov-Dec;175(6):e14118. doi: 10.1111/ppl.14118.' class='scea-table'>Physiol Plant. 2023 Nov-Dec;175(6):e14118. doi: 10.1111/ppl.14118.</div>,<a href='http://dx.doi.org/10.1111/ppl.14118'>10.1111/ppl.14118</a>,21351,,,<i>Nicotiana tabacum</i>
<div title='Single-cell analysis identifies genes facilitating rhizobium infection in Lotus japonicus' class='scea-table'>Single-cell analysis identifies genes facilitating rhizobium infection in Lotus japonicus</div>,"<div title='Frank M , Fechete LI, Tedeschi F, Nadzieja M, Norgaard MMM, Montiel J, Andersen KR, Schierup MH, Reid D, Andersen SU' class='scea-table'>Frank M , Fechete LI, Tedeschi F, Nadzieja M, Norgaard MMM, Montiel J, Andersen KR, Schierup MH, Reid D, Andersen SU</div>",,<div title='Nat Commun. 2023 Nov 7;14(1):7171. doi: 10.1038/s41467-023-42911-1.' class='scea-table'>Nat Commun. 2023 Nov 7;14(1):7171. doi: 10.1038/s41467-023-42911-1.</div>,<a href='http://dx.doi.org/10.1038/s41467-023-42911-1'>10.1038/s41467-023-42911-1</a>,67258,,<a href='https://lotussinglecell.shinyapps.io/lotus_japonicus_single-cell/'>Single Cell Lotus japonicus viewer</a>,<i>Lotus japonicus</i>
